timestamp,dma_id,dma_name,sensor_id,pressure_mca,flow_lps,source,quality_flag
2026-07-13T19:53:38.979736,DMA-MO-01,Moche 01,SENS-MO-01-P,61.524095261086984,8.176608938488467,simulation,GOOD
2026-07-13T20:08:38.979736,DMA-MO-01,Moche 01,SENS-MO-01-F,50.29376128172009,0.0,simulation,BAD
2026-07-13T20:23:38.979736,DMA-MO-01,Moche 01,SENS-MO-01-P,62.27731224950072,7.62058744669512,simulation,GOOD
2026-07-13T20:38:38.979736,DMA-MO-01,Moche 01,SENS-MO-01-F,62.62149347147275,7.075323483154301,simulation,GOOD
2026-07-13T20:53:38.979736,DMA-MO-01,Moche 01,SENS-MO-01-P,62.71666353879581,6.873201733817086,simulation,GOOD
2026-07-13T21:08:38.979736,DMA-MO-01,Moche 01,SENS-MO-01-F,62.80387218400758,6.943695843871039,simulation,GOOD
2026-07-13T21:23:38.979736,DMA-MO-01,Moche 01,SENS-MO-01-P,63.050058153768596,5.801793706811084,simulation,GOOD
2026-07-13T21:38:38.979736,DMA-MO-01,Moche 01,SENS-MO-01-F,63.25146435993089,5.871185432671618,simulation,GOOD
2026-07-13T21:53:38.979736,DMA-MO-01,Moche 01,SENS-MO-01-P,51.309353705001264,0.0,simulation,BAD
2026-07-13T22:08:38.979736,DMA-MO-01,Moche 01,SENS-MO-01-F,63.16407413676086,5.382595445258996,simulation,GOOD
2026-07-13T22:23:38.979736,DMA-MO-01,Moche 01,SENS-MO-01-P,63.613855790790616,5.243539606567109,simulation,GOOD
2026-07-13T22:38:38.979736,DMA-MO-01,Moche 01,SENS-MO-01-F,63.44009238336208,5.476273507719357,simulation,GOOD
2026-07-13T22:53:38.979736,DMA-MO-01,Moche 01,SENS-MO-01-P,63.28819377427955,5.23521937528402,simulation,GOOD
2026-07-13T23:08:38.979736,DMA-MO-01,Moche 01,SENS-MO-01-F,51.60143674465391,0.0,simulation,BAD
2026-07-13T23:23:38.979736,DMA-MO-01,Moche 01,SENS-MO-01-P,63.32155497656306,5.770757088061865,simulation,GOOD
2026-07-13T23:38:38.979736,DMA-MO-01,Moche 01,SENS-MO-01-F,75.33825988285952,0.0,simulation,BAD
