timestamp,dma_id,dma_name,sensor_id,pressure_mca,flow_lps,source,quality_flag
2026-07-12T23:53:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-P,52.90413307315783,13.884689183471526,simulation,GOOD
2026-07-13T00:08:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-F,52.73732058566964,13.602130212415844,simulation,GOOD
2026-07-13T00:23:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-P,52.65870000143099,13.950096332595077,simulation,GOOD
2026-07-13T00:38:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-F,52.67366189042615,14.286056297445295,simulation,GOOD
2026-07-13T00:53:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-P,52.09105820280356,14.395805769565847,simulation,GOOD
2026-07-13T01:08:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-F,52.16043921183116,15.059254341303422,simulation,GOOD
2026-07-13T01:23:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-P,51.83984517127639,15.362404341718975,simulation,GOOD
2026-07-13T01:38:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-F,51.68728805863221,15.744817674947946,simulation,GOOD
2026-07-13T01:53:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-P,51.530628963986814,16.212762769749332,simulation,GOOD
2026-07-13T02:08:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-F,51.17305407772966,16.880379092365636,simulation,GOOD
2026-07-13T02:23:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-P,50.61660999018422,17.493302100280573,simulation,GOOD
2026-07-13T02:38:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-F,50.58301656745629,17.434051906181594,simulation,GOOD
2026-07-13T02:53:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-P,50.47653995359624,18.254644568928853,simulation,GOOD
2026-07-13T03:08:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-F,50.17762595128319,19.01938597544727,simulation,GOOD
2026-07-13T03:23:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-P,49.516442270324625,19.25958304542135,simulation,GOOD
2026-07-13T03:38:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-F,49.51423797966165,20.05289973203499,simulation,GOOD
2026-07-13T03:53:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-P,49.02979448969676,20.85656799935839,simulation,GOOD
2026-07-13T04:08:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-F,48.612236575757876,20.988348713990007,simulation,GOOD
2026-07-13T04:23:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-P,48.158064091479616,22.153629200291547,simulation,GOOD
2026-07-13T04:38:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-F,48.03966265750931,22.64308094644297,simulation,GOOD
2026-07-13T04:53:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-P,47.54610630338419,23.231627525688083,simulation,GOOD
2026-07-13T05:08:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-F,47.324165197151444,23.842591334107517,simulation,GOOD
2026-07-13T05:23:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-P,46.82850373998152,24.98262821108979,simulation,GOOD
2026-07-13T05:38:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-F,46.63575276262785,25.555590899529196,simulation,GOOD
2026-07-13T05:53:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-P,46.13643440962797,25.987046520845915,simulation,GOOD
2026-07-13T06:08:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-F,45.76002901458832,26.801750188474674,simulation,GOOD
2026-07-13T06:23:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-P,45.158371484461725,27.549770164104043,simulation,GOOD
2026-07-13T06:38:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-F,45.10126596871356,27.67514943590713,simulation,GOOD
2026-07-13T06:53:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-P,44.94119471256474,28.589784343987056,simulation,GOOD
2026-07-13T07:08:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-F,44.46238216286469,28.711885782018093,simulation,GOOD
2026-07-13T07:23:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-P,44.209129718513594,29.74871019311394,simulation,GOOD
2026-07-13T07:38:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-F,44.00761604044689,29.820634281752074,simulation,GOOD
2026-07-13T07:53:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-P,43.62383763376421,30.493329897594165,simulation,GOOD
2026-07-13T08:08:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-F,43.5820364053687,30.908232173619407,simulation,GOOD
2026-07-13T08:23:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-P,43.46957426576208,31.55930096714152,simulation,GOOD
2026-07-13T08:38:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-F,43.060506814261764,32.017619583650884,simulation,GOOD
2026-07-13T08:53:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-P,42.73312634126975,31.955969162658697,simulation,GOOD
2026-07-13T09:08:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-F,42.72888485477272,32.50708360671395,simulation,GOOD
2026-07-13T09:23:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-P,41.986847717166704,33.04326886788465,simulation,GOOD
2026-07-13T09:38:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-F,42.00916279782818,32.862113686105005,simulation,GOOD
2026-07-13T09:53:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-P,41.9922765971305,33.31754267980286,simulation,GOOD
2026-07-13T10:08:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-F,41.68956143599409,33.70676896956755,simulation,GOOD
2026-07-13T10:23:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-P,41.65898642014701,33.88523873519291,simulation,GOOD
2026-07-13T10:38:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-F,41.748426717305776,33.61426727070081,simulation,GOOD
2026-07-13T10:53:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-P,42.050077437417016,33.891827924942106,simulation,GOOD
2026-07-13T11:08:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-F,41.95265055324554,33.820670601728594,simulation,GOOD
2026-07-13T11:23:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-P,41.89972617599613,34.03585974319912,simulation,GOOD
2026-07-13T11:38:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-F,41.59429454932924,33.73904684168755,simulation,GOOD
2026-07-13T11:53:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-P,41.92572445034298,33.666359965349365,simulation,GOOD
2026-07-13T12:08:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-F,42.29391294004854,33.32787396560485,simulation,GOOD
2026-07-13T12:23:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-P,42.206821087568606,33.34366469570414,simulation,GOOD
2026-07-13T12:38:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-F,42.50609516491821,32.87437109809606,simulation,GOOD
2026-07-13T12:53:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-P,42.52241381481734,32.345805212560805,simulation,GOOD
2026-07-13T13:08:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-F,42.65737490410009,32.1822796164971,simulation,GOOD
2026-07-13T13:23:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-P,42.97152117073987,32.04060833817334,simulation,GOOD
2026-07-13T13:38:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-F,43.20159827432429,31.42113766842506,simulation,GOOD
2026-07-13T13:53:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-P,43.594808265098884,31.101140644090506,simulation,GOOD
2026-07-13T14:08:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-F,43.49156952922456,30.69699583561542,simulation,GOOD
2026-07-13T14:23:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-P,43.84451439049581,30.10317203556251,simulation,GOOD
2026-07-13T14:38:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-F,44.34635916625602,29.60209286969362,simulation,GOOD
2026-07-13T14:53:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-P,44.58867664688866,28.871101044046735,simulation,GOOD
2026-07-13T15:08:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-F,44.922564917595054,28.553033552880375,simulation,GOOD
2026-07-13T15:23:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-P,45.22971261729503,27.85903974828951,simulation,GOOD
2026-07-13T15:38:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-F,45.581246348304944,27.142603933944894,simulation,GOOD
2026-07-13T15:53:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-P,45.838592509856014,26.416285144347775,simulation,GOOD
2026-07-13T16:08:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-F,46.30449540982071,25.90294419426252,simulation,GOOD
2026-07-13T16:23:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-P,46.62810673426141,25.228131315123232,simulation,GOOD
2026-07-13T16:38:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-F,46.773593820667074,24.531858779241368,simulation,GOOD
2026-07-13T16:53:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-P,47.36905084390962,23.817483463874908,simulation,GOOD
2026-07-13T17:08:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-F,47.41665450406112,23.589607066555313,simulation,GOOD
2026-07-13T17:23:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-P,47.93410329610506,22.574935904850236,simulation,GOOD
2026-07-13T17:38:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-F,48.576741895833614,22.28820454433861,simulation,GOOD
2026-07-13T17:53:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-P,48.77199881492931,21.335816742588648,simulation,GOOD
2026-07-13T18:08:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-F,48.86826058807829,20.44670437663143,simulation,GOOD
2026-07-13T18:23:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-P,49.469297247957826,20.126994440431517,simulation,GOOD
2026-07-13T18:38:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-F,49.57440193216941,19.205512566578392,simulation,GOOD
2026-07-13T18:53:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-P,49.94128881989256,18.48026342251815,simulation,GOOD
2026-07-13T19:08:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-F,50.22962409135491,18.39945278174398,simulation,GOOD
2026-07-13T19:23:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-P,50.7331159878232,17.407946195448616,simulation,GOOD
2026-07-13T19:38:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-F,51.279583755860465,17.361912189582785,simulation,GOOD
2026-07-13T19:53:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-P,51.1046539012832,16.78691405814654,simulation,GOOD
2026-07-13T20:08:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-F,51.597328481382235,16.50621228638348,simulation,GOOD
2026-07-13T20:23:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-P,51.8423059777639,15.90514209795132,simulation,GOOD
2026-07-13T20:38:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-F,51.7293725289001,15.470929457846932,simulation,GOOD
2026-07-13T20:53:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-P,52.243047364139606,14.956700119956439,simulation,GOOD
2026-07-13T21:08:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-F,52.23611666612228,14.728574624430513,simulation,GOOD
2026-07-13T21:23:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-P,52.599795426927805,13.969109370313635,simulation,GOOD
2026-07-13T21:38:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-F,52.78640555041487,14.093531775454512,simulation,GOOD
2026-07-13T21:53:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-P,52.79384660373398,13.790323787393667,simulation,GOOD
2026-07-13T22:08:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-F,52.84908619085473,14.136184105968216,simulation,GOOD
2026-07-13T22:23:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-P,52.98940599644732,13.632521219057072,simulation,GOOD
2026-07-13T22:38:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-F,52.92906759886244,13.503160341308071,simulation,GOOD
2026-07-13T22:53:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-P,52.69107247048152,12.992686297879452,simulation,GOOD
2026-07-13T23:08:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-F,52.970498986948904,13.699164947891592,simulation,GOOD
2026-07-13T23:23:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-P,52.90035829795254,13.69384097127025,simulation,GOOD
2026-07-13T23:38:38.978727,DMA-MO-01,Moche 01,SENS-MO-01-F,53.096000004651955,13.376050062981838,simulation,GOOD
